"","status","measure"
"219",0,12.4890179475986
"220",0,12.3253790034793
"221",1,8.1756479643957
"222",0,12.4955985644902
"223",0,12.3247260305526
"224",0,10.4639087004924
"225",0,10.8263687193064
"226",0,12.0324860591219
"227",0,13.8781469579456
"228",0,12.398396867519
"229",0,12.5449706957689
"230",0,10.2034879002574
"231",0,12.1549640557411
"232",1,7.76440065618716
"233",0,12.4559730953859
"234",0,11.3172479252312
"235",1,8.50844317274596
"236",0,12.7862526031223
"237",0,13.1011718265903
"238",0,14.0844866667544
"239",0,11.6613073126142
"240",0,12.4699493309244
"241",0,9.36792428584832
"242",0,11.35066126452
"243",0,12.4343663353966
"244",1,8.60610012051085
"245",0,11.4098271126775
"246",0,10.8256959813098
"247",1,7.65259859844532
"248",0,11.9574429431568
"249",0,11.7086071108743
"250",1,8.12863655261916
"251",1,8.53128712287542
"252",1,9.00242867318575
"253",0,11.4834696238338
"254",0,12.4053910089938
"255",0,12.6786068275113
"256",0,11.7411386303166
"257",0,11.9291225362353
"258",1,6.08698521932629
"259",1,9.47854041859001
"260",1,6.72309206120367
"261",0,10.5272145916403
"262",0,11.6321568099266
"263",1,7.12510642543171
"264",1,8.55929654019201
"265",0,11.586671120803
"266",0,15.6630963612191
"267",1,7.94811683448658
"268",1,7.48033768433977
"269",1,9.25922443453007
"270",0,11.6080925476736
"271",1,6.98740691566192
"272",0,11.9120122400135
"273",0,11.6401587001577
"274",1,7.50443379394854
"275",0,11.707092322703
"276",1,8.67440630765378
"277",0,11.7865495025162
"278",0,11.2534066576617
"279",0,12.1541551139706
"280",1,7.83962662073975
"281",1,7.58712274205202
"282",0,12.3484380669225
"283",0,13.6693202324079
"284",0,10.0798044141544
"285",1,8.44087606377722
"286",0,11.7941131547154
"287",0,12.5797682511395
"288",0,11.7431936496997
"289",0,12.4450191451321
"290",1,5.34653394378675
"291",0,13.0413817602454
"292",1,7.80742000546936
"293",0,13.059362819294
"294",0,11.2692708632105
"295",0,12.2576443023625
"296",0,11.6069971423033
"297",0,12.7034930340074
"298",0,13.7290156152945
"299",1,6.43561552710672
"300",0,11.6906501373464
